product_id,about_the_product,children
40101798,Gram flour or besan is a pulse flour made from ground yellow gram lentil. It is a staple ingredient in the cuisine of the Indian. Besan or gram flour contains healthy unsaturated fats & are a good source of fiber. Ideal for mixing with flour for rotis & parathas or indulging your sweet tooth.,Y
40072494,"Experience the rich taste and nutrition of Organic Toor/Arhar Dal. This organic dal is sourced from farms, ensuring high quality and purity. Naturally rich in protein and essential nutrients, it supports a healthy lifestyle. Ideal for traditional recipes, this dal offers a delightful flavour and a wholesome meal option.",N
40072495,"Experience the rich taste and nutrition of Organic Toor/Arhar Dal. This organic dal is sourced from farms, ensuring high quality and purity. Naturally rich in protein and essential nutrients, it supports a healthy lifestyle. Ideal for traditional recipes, this dal offers a delightful flavour and a wholesome meal option.",Y
40075469,"Toor Dal is not only delicious but also has nutritional value. It contains a good amount of fibre. Toor dal is an excellent source of nutrients and plant protein, and it also contains dietary fibre. In essence, legumes are nutritious, though they represent a low-fat and low-cholesterol alternative. Legumes, such as toor dal, provide essential nutrients, fibre, and protein for vegetarians. Toor dal, rich in protein, vitamins, and iron, is often served with rich spices over rice and rotis.",Y
40135858,"Toor dal, also known as arhar dal or split pigeon peas, is a popular legume in Indian cuisine. It is widely used to make dal, a comforting lentil stew, and various other dishes. Toor dal is known for its nutty flavour and creamy texture when cooked. It is rich in protein, fibre, and essential nutrients like iron and potassium. Toor dal is versatile and can be used in soups, stews, curries, and even as a base for savoury pancakes.",Y
40236231,"Made from the King of Wheat – Sharbati Aashirvaad Select is a premium quality atta which is made with care in India. This sharbati wheat flour contains 100% Sharbati wheat from selected regions of Madhya Pradesh. The grains of sharabati atta are consistent in size and have a golden sheen. Aashirvaad experts handpick the grains, ensuring that they are consistent in size and have the golden glow that makes Aashirvaad Select Atta truly Select. The fields of Sharbati wheat in the regions of Madhya Pradesh are sun-kissed and receive the right amount of rain. The dough made from the King of Wheat – Sharbati absorbs more water, leading to the rotis being sweet in taste and softer in texture. Behind every atta pack are the Aashirvaad experts who’ve made it with extra care. By using Aashirvaad’s process to lock in the nutrients in the flour, it ensures that you and your family receive all the nutrients. Aashirvaad Select ensures that you and your family remain fit and healthy as you enjoy delicious soft and fluffy rotis.",N
270242,"Made from the King of Wheat – Sharbati, Aashirvaad Select is a premium quality aata which is made with love in India. This sharbati wheat flour contains 100% Sharbati wheat from select regions of Madhya Pradesh. The grains of sharabati atta are consistent in size and have a golden sheen to them. Aashirvaad experts handpick the grains ensuring that the grains are consistent in size and have the golden glow that makes Aashirvaad Select Atta truly Select. The fields of Sharbati wheat in the regions of Madhya Pradesh are sun-kissed to perfection and showered by the right amount of rain. The dough made from the King of Wheat – Sharbati, absorbs more water which leads to the rotis being sweet in taste and softer in texture. Behind every atta pack are the Aashirvaad experts who’ve made it with extra care. Using Aashirvaad’s process to lock in the nutrients in the flour, ensures that you and your family receive all the nutrients. Aashirvaad Select makes sure that you and your family remain fit and healthy as you enjoy delicious, soft, and fluffy rotis.",Y
204629,"Made from the King of Wheat – Sharbati, Aashirvaad Select is a premium quality aata which is made with love in India. This sharbati wheat flour contains 100% Sharbati wheat from select regions of Madhya Pradesh. The grains of sharabati atta are consistent in size and have a golden sheen to them. Aashirvaad experts handpick the grains ensuring that the grains are consistent in size and have the golden glow that makes Aashirvaad Select Atta truly Select. The fields of Sharbati wheat in the regions of Madhya Pradesh are sun-kissed to perfection and showered by the right amount of rain. The dough made from the King of Wheat – Sharbati, absorbs more water which leads to the rotis being sweet in taste and softer in texture. Behind every atta pack are the Aashirvaad experts who’ve made it with extra care. Using Aashirvaad’s process to lock in the nutrients in the flour, ensures that you and your family receive all the nutrients. Aashirvaad Select makes sure that you and your family remain fit and healthy as you enjoy delicious, soft, and fluffy rotis.",Y
40295210,Sona Masoori is medium-grain rice grown-up mostly in the Indian states of Andhra Pradesh and Karnataka. It is lightweight and sweet-smelling and measured to be of the finest quality. It has a distinctive taste that is not matched by rice from any other region. It is the tastiest of all the Sona Masoori rice available in the state,N
10000457,"bb Royal Sona Masoori Raw Rice, aged for 12+ months, is a premium variety of rice cherished for its distinctive aroma and light, fluffy texture when cooked. This ageing process enhances the grain's cooking properties and amplifies the aroma, giving it a nuttier flavour. This rice is lower in starch, making it easier to digest. Its versatility makes it suitable for a range of dishes, from biryanis to fried rice. Enjoy the highest quality with bb Royal Sona Masoori Raw Rice, aged to perfection.",Y
10000415,"bb Royal Sona Masoori Rice is a premium quality raw rice variety, aged for 12+ months to enhance its natural properties. It is known for its lightweight and aromatic properties. Sourced from the best farms, it promises a delightful cooking experience. The texture of this rice is perfect for dishes like pulao, biryani, or fried rice. bb Royal Sona Masoori Rice is low in starch, making it a healthier choice for a balanced meal. Enjoy the unique taste and rich aroma of this high-quality rice in your everyday meals.",Y
10000404,Sona Masoori is medium-grain rice grown-up mostly in the Indian states of Andhra Pradesh and Karnataka. It is lightweight and sweet-smelling and measured to be of the finest quality. It has a distinctive taste that is not matched by rice from any other region. It is the tastiest of all the Sona Masoori rice available in the state.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/,Y
20001214,"Sona Masoori rice is known to have small percentages of protein while being low in fat and cholesterol.
Furthermore, it is a good source of carbohydrates.
Incorporate the goodness of Sona Masoori rice in your diet which will satisfy your rice cravings along with enriching your diet.
It is lightweight and sweet-smelling and measured to be of the finest quality.
It has a distinctive taste that is not matched by rice from any other region. It is the tastiest of all the Sona Masoori rice available in the state.",Y
1229908,Sona Masoori is medium-grain rice grown-up mostly in the Indian states of Andhra Pradesh and Karnataka. It is lightweight and sweet-smelling and measured to be of the finest quality. It has a distinctive taste that is not matched by rice from any other region. It is the tastiest of all the Sona Masoori rice available in the state.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/,Y
40253563,"Madhur sugar is pure, hygienic, and meets international standards. It is available in small and medium crystal sizes, packed in 1 kg and 5 kg quantities. Madhur has brought together knowledge of sweetening passion to develop a product that is untouched by hand for the consumers. From the morning cuppa to the favourite cake and special recipe, we make it better. No matter what the occasion is, we are there with a brand you know and trust.",N
40253564,"Madhur sugar is pure, hygienic and meets international standards. It is available in small and medium crystal sizes packed in 1 kg and 5 kg quantities. Madhur has brought together knowledge of sweetening passion to develop a product that is untouched by hand for the consumers. From the morning cuppa to the favourite cake and special recipe, we make it better. No matter, what the occasion is, we are there with a brand you know and trust.",Y
30010379,"Urad Dal, also known as black gram or urid, is a type of lentil widely used in Indian cuisine. It's characterised by its small size, dark skin, and creamy white interior. This lentil holds a unique place in the culinary world due to its versatility. It can be used whole, split, or ground into flour, offering a variety of textures and Flavors to dishes. Urad Dal is a key ingredient in making 'dal makhani', a popular North Indian dish, and 'idli' and 'dosa', staple foods in South India. When ground into flour, it's used to make 'papad', a thin, crispy appetiser. It is also used in 'vada', a savoury fried snack. Urad Dal has a slightly earthy taste, and when cooked, it provides a rich, creamy texture that complements a variety of spices and ingredients.",N
30010378,"Urad Dal is used for various purposes besides retaining the skins and also has a strong flavor. It provides nutrients, such as protein, fat, and carbohydrates, and is a rich source of proteins like iron, folic acid, calcium, magnesium, potassium, and B vitamins. This helps boost the energy levels in the body and keeps you active. It is a protein-rich dal for vegetarians and for strong bones and a healthy body, have urad dal. It is good for digestion and also prevents constipation. It also has various beauty benefits. It is free of synthetic chemicals and pesticides.",Y
30010377,"Urad Dal, also known as black gram or urid, is a type of lentil widely used in Indian cuisine. It's characterised by its small size, dark skin, and creamy white interior. This lentil holds a unique place in the culinary world due to its versatility. It can be used whole, split, or ground into flour, offering a variety of textures and Flavors to dishes. Urad Dal is a key ingredient in making 'dal makhani', a popular North Indian dish, and 'idli' and 'dosa', staple foods in South India. When ground into flour, it's used to make 'papad', a thin, crispy appetiser. It is also used in 'vada', a savoury fried snack. Urad Dal has a slightly earthy taste, and when cooked, it provides a rich, creamy texture that complements a variety of spices and ingredients.",Y
40053926,"Urad Split Dal is a staple ingredient in traditional Indian cuisine, known for its creamy texture and rich flavour. This premium quality lentil is perfect for making dals, soups, and stews. Sourced from the finest farms, it is packed with essential nutrients and free from artificial additives. Ideal for everyday cooking, Urad Split Dal offers a versatile and nutritious addition to your meals.",Y
10000412,"Toor Dal, also known as Arhar Dal or Desi split pigeon peas, is a staple in Indian kitchens, prized for its earthy flavour and nutritional benefits. Rich in protein, fibre, and essential vitamins and minerals, it supports a balanced diet and promotes overall health. Toor Dal is easy to cook and highly versatile, commonly used in soups, stews, and curries.",N
10000427,"Toor Dal, also known as Arhar Dal or Desi split pigeon peas, is a staple in Indian kitchens, prized for its earthy flavour and nutritional benefits. Rich in protein, fibre, and essential vitamins and minerals, it supports a balanced diet and promotes overall health. Toor Dal is easy to cook and highly versatile, commonly used in soups, stews, and curries.",Y
10000428,"Toor Dal, also known as Arhar Dal or Desi split pigeon peas, is a staple in Indian kitchens, prized for its earthy flavour and nutritional benefits. Rich in protein, fibre, and essential vitamins and minerals, it supports a balanced diet and promotes overall health. Toor Dal is easy to cook and highly versatile, commonly used in soups, stews, and curries.",Y
40000263,"Toor Dal, also known as Arhar Dal or Desi split pigeon peas, is a staple in Indian kitchens, prized for its earthy flavour and nutritional benefits. Rich in protein, fibre, and essential vitamins and minerals, it supports a balanced diet and promotes overall health. Toor Dal is easy to cook and highly versatile, commonly used in soups, stews, and curries.",Y
1213920,"Toor Dal is not only delicious but also has nutritional value. Toor dal is an excellent source of nutrients and plant protein, and it also contains dietary fibre. In essence, legumes are nutritional though they represent a low-fat and low-cholesterol alternative. Legumes such as toor dal provide essential nutrients, fibre and protein for vegetarians. Toor dal rich in protein, vitamins and iron is often served with rich spices over rice and Rotis.",Y
30000120,"Experience the pure taste of nature with bb Royal Raw Peanuts. Sourced from the finest farms, these peanuts offer a crunchy texture and rich flavour, perfect for snacking or adding a wholesome touch to your recipes. Enjoy the wholesome goodness of unprocessed, high-quality peanuts with every bite.",N
10000446,"Experience the pure taste of nature with BB Royal Raw Peanuts. Sourced from the finest farms, these peanuts offer a crunchy texture and rich flavour, perfect for snacking or adding a wholesome touch to your recipes. Enjoy the wholesome goodness of unprocessed, high-quality peanuts with every bite.",Y
10000442,"Experience the pure taste of nature with BB Royal Raw Peanuts. Sourced from the finest farms, these peanuts offer a crunchy texture and rich flavour, perfect for snacking or adding a wholesome touch to your recipes. Enjoy the wholesome goodness of unprocessed, high-quality peanuts with every bite.",Y
30005420,"Moong Dal is a staple in Indian cuisine, appreciated for its mild, earthy flavour and nutritional benefits. Rich in protein, fibre, and essential vitamins and minerals, it supports a balanced diet. Moong Dal is easy to digest, making it an excellent choice for light, healthy meals. It cooks quickly and is versatile in recipes, perfect for soups, stews, curries, and salads.",N
40044731,"Moong Dal is a healthy choice as it has a high fibre content and a negligible amount of cholesterol and fats. Moong Dal is full of iron, calcium, and protein. Along with these nutrients, a bowl of Moong Dal also contains dietary fibres, sodium, and all the other nutrients that are required for your body.",Y
60000007,"Moong Dal is a healthy choice as it has a high fibre content and a negligible amount of cholesterol and fats. Moong Dal is full of iron, calcium, and protein. Along with these nutrients, a bowl of Moong Dal also contains dietary fibres, sodium, and all the other nutrients that are required for your body.",Y
241600,"Desh ki Sehat Desh ka Namak! Now celebrating 40 years of trust, Tata Salt has pioneered IndiaÃ¢â‚¬â„¢s largest vacuum evaporation technology. Untouched by hand, Tata Salt offers an assurance of iodine. With vacuum evaporation technology, Tata namak offers a hygienic alternative to your regular table salt. It contains the requisite amount of iodine, which is an essential dietary nutrient for humans. Iodine is required for normal growth, thyroid, and brain function. Add the goodness of Tata Salt to your dietary intake and make your meals delicious and nourishing.*It is generally accepted that iodine helps in the mental development of children.",N
40081603,"TATA Salt Salt Iodised gives your food and drinks a well-balanced taste!

It is a great staple to have in your kitchen. This is made in a hygienic condition, using vacuum evaporation technology. This salt provides health benefits like better growth and development in children. It prevents iodine deficiency in adults. It enhances flavours in your cooking and provides a good balance of flavours.

Explore TATA Salt's wide range of products like rock salt, 15% low sodium, super lite iodised salt only on Big Basket.",Y
40101871,"Almonds are a popular type of tree nut known for their mild, nutty flavour and crunchy texture. They can be enjoyed raw, roasted, or blanched and are commonly used in baking, cooking, and as a topping for salads and desserts. Almonds are also processed into products like almond milk, almond flour, and almond butter. Their versatility makes them a staple in many cuisines and a convenient option for snacks or culinary creations.",N
40072510,"Enjoy the wholesome goodness of Organic Almonds, carefully selected for superior quality and flavour. These almonds are grown without synthetic pesticides or chemicals, ensuring a natural, nutrient-rich snack. Perfect for snacking, adding to dishes, or making almond milk, they are a versatile and healthful addition to any diet. Their rich, nutty taste and crisp texture make them a delightful and nutritious choice for health-conscious individuals.",Y
40092231,"bb Royal Organic Almonds are of Indian Origin almonds and are sourced from certified organic farms.Straight from our farmer’s fields and into your pantry, almonds are a rich source of Omega-3, antioxidants, vitamins, calcium, iron and magnesium.One of the few nuts having the highest level of ""good fat"" that can lower cholesterol levels, almonds should be eaten every day.Considered brain food for kids, almonds can be eaten as is, soaked & peeled or added as a garnish to milk and desserts.Enjoy our finest of gourmet dry fruits as you strive to live a happy and healthy lifestyle. High in protein, dietary fibre, no gluten, no GMO, zero trans fat and zero cholesterol!Our 100% bb Royal Organic Almonds are good for an active lifestyle and suitable for all ages.",Y
40125916,"bb Royal Organic Almonds are of Indian Origin almonds and are sourced from certified organic farms.Straight from our farmer’s fields and into your pantry, almonds are a rich source of Omega-3, antioxidants, vitamins, calcium, iron and magnesium.One of the few nuts having the highest level of ""good fat"" that can lower cholesterol levels, almonds should be eaten every day.Considered brain food for kids, almonds can be eaten as is, soaked & peeled or added as a garnish to milk and desserts.Enjoy our finest of gourmet dry fruits as you strive to live a happy and healthy lifestyle. High in protein, dietary fibre, no gluten, no GMO, zero trans fat and zero cholesterol!Our 100% bb Royal Organic Almonds are good for an active lifestyle and suitable for all ages.",Y
